Airport Code,ICAO,Place
HAL,FYHI,Halali
HAM,EDDH,Hamburg Airport
HAN,VVNB,Noi Bai International Airport
HAO,KHAO,Hamilton
HAP,,Long Island
HAQ,VRMH,Hanimaadhoo Airport
HAR,KCXY,Capital City
HAS,OEHL,Hail Airport
HAT,YHTL,Heathlands
HAU,ENHD,Haugesund Airport
HAV,MUHA,Jose Marti International Airport
HAW,EGFE,Haverfordwest
HAX,,Hatbox Field
HAY,HAY,Haycock
HAZ,,Hatzfeldthaven
HBA,YMHB,Hobart International Airport
HBB,NM83,Industrial Airpark
HBC,,Hanus Bay
HBD,AYHB,Habi
HBE,HEBA,Borg El Arab Airport
HBG,KHBG,The Hattiesburg-Bobby L. Chain Mun.
HBH,,Hobart Bay
HBI,,Harbour Island
HBK,P14,Holbrook Municipal
HBN,,Flamingo
HBO,,Municipal
HBQ,,Qilian Airport
HBR,KHBR,Hobart
HBT,,Hafr Albatin
HBU,ZMBS,Bulgan Hovd
HBX,VOHB,Hubli Airport
HCA,KHCA,Howard County
HCB,,Shoal Cove
HCC,1B1,Columbia County
HCJ,ZGHC,Hechi Jinchengjiang Airport
HCM,HCME,Eil
HCN,RCKW,Hengchun
HCQ,YHLC,Halls Creek
HCR,PAHC,Holy Cross Airport
HCW,KCQW,Cheraw
HCZ,ZGCZ,Chenzhou Beihu Airport
HDA,,Hidden Falls
HDB,ETIE,Airfield Heidelberg
HDD,OPKD,Hyderabad
HDE,KHDE,Brewster Field
HDF,EDAH,Heringsdorf Airport
HDG,ZBHD,Handan Airport
HDH,PHDH,Dillingham Airfield
HDK,VRBK,Kulhudhuffushi Airport
HDM,OIHH,Hamadan Airport
HDN,KHDN,Yampa Valley Airport
HDO,VIDX,Hindon Airport
HDR,OIKP,Havadarya
HDS,FAHS,Hoedspruit Airport
HDY,VTSS,Hat Yai International Airport
HEA,OAHR,Herat International Airport
HEB,VYHT,Henzada
HED,AK33,Herendeen
HEE,KHEE,Thompson-Robbins
HEH,VYHH,Heho Airport
HEI,EDXB,Heide-Buesum
HEK,ZYHE,Heihe Airport
HEL,EFHK,Helsinki-Vantaa Airport
HEM,EFHF,Helsinki-malmi
HEN,,Hendon
HEO,AYHG,Haelogo
HER,LGIR,Heraklion Airport
HES,KHRI,State
HET,ZBHH,Hohhot Baita International Airport
HEV,,Huelva
HEW,LGAT,Hengdian Airport
HEX,,Santo Domingo Herrera
HEY,,Hanchey Army Heliport
HEZ,KHEZ,Hardy-Anders
HFA,LLHA,Haifa Airport
HFD,KHFD,Brainard
HFE,ZSOF,Hefei Xinqiao Airport
HFF,KHFF,Mackall AAF
HFN,BIHN,Hornafjordur
HFS,ESOH,Hagfors Airport
HFT,ENHF,Hammerfest Airport
HGA,HCMH,Hargeisa Airport
HGD,YHUG,Hughenden
HGE,SVHG,Higuerote Airport
HGH,ZSHC,Hangzhou Xiaoshan International Airport
HGI,,Higlieg
HGL,EDXH,Helgoland
HGN,VTCH,Mae Hong Son Airport
HGO,DIKO,Korhogo Airport
HGR,KHGR,Wash. County Regional Airport
HGS,GFHA,Hastings
HGT,,Hunter AAF
HGU,AYMH,Mount Hagen Airport
HGZ,2AK6,Hogatza
HHE,RJSH,Hachinohe
HHH,KHXD,Hilton Head Airport
HHI,PHHI,Wheeler AFB
HHN,EDFH,Frankfurt - Hahn Airport
HHP,,H K Heliport
HHQ,VTPH,Hua Hin Airport
HHR,KHHR,Hawthorne
HHZ,NTGH,Hikueru
HIA,ZSSH,Huai'an Lianshui Airport
HIB,KHIB,Chisholm Airport
HID,YHID,Horn Island Airport
HIE,KHIE,Regional
HIF,KHIF,Hill AFB
HIG,YHHY,Highbury
HIH,,Hook Island
HII,KHII,Municipal
HIJ,RJOA,Hiroshima Airport
HIK,,Hickam AFB
HIL,HASL,Shillavo
HIM,VCCH,Hingurakgoda
HIN,RKPS,Sacheon Airport
HIO,KHIO,Portland
HIP,YHDY,Headingly
HIR,AGGH,Honiara International Airport
HIS,,Hayman Island
HIT,AYHO,Haivaro
HIW,RJBH,Hiroshima West
HJB,ZWHJ,Hejing Bayinbuluke Airport
HJJ,ZGCJ,Zhijiang Airport
HJR,VAKJ,Khajuraho Airport
HJT,ZMHU,Khujirt
HKA,KHKA,Blytheville Municipal Airport
HKB,,Healy Lake
HKD,RJCH,Hakodate Airport
HKG,VHHX,Hong Kong International Airport
HKK,NZHK,Hokitika Airport
HKN,AYHK,Hoskins Airport
HKR,HKMF,Mara North Airstrip
HKS,KHKS,Hawkins Field
HKT,VTSP,Phuket International Airport
HKV,,Haskovo
HKY,KHKY,Hickory
HLA,FALA,Lanseria International Airport
HLB,KHLB,Hillenbrand
HLC,KHLC,Hill City
HLD,ZBLA,Hulunbuir Hailar Airport
HLE,FHSH,Saint Helena Airport
HLF,ESSF,Hultsfred - Vimmerby
HLG,KHLG,Ohio County
HLH,ZBUL,Ulanhot Airport
HLI,KCVH,Hollister
HLJ,,Beidahuang General Airport
HLL,YHIL,Hillside
HLM,,Park Township
HLN,KHLN,Helena Regional Airport
HLP,WIHH,Halim Perdanakusuma Airport
HLR,KHLR,Fort Hood AAF
HLS,YSTH,St Helens
HLT,YHML,Hamilton
HLU,,Houailou
HLV,,Helenvale
HLW,FAHL,Hluhluwe
HLY,,Anglesey Airport
HLZ,NZHN,Hamilton International Airport
HMA,USHH,Khanty-Mansiysk Airport
HMB,HESG,Mubarak International Airport
HME,DAUH,Oued Irara Airport
HMG,YHMB,Hermannsburg
HMI,ZWHM,Hami Airport
HMJ,UKLH,Khmelnitskiy
HMN,KHMN,Holloman AFB
HMO,MMHO,Gen Pesqueira Garcia Airport
HMR,ENHA,Hamar Airport
HMS,,Homeshore
HMT,KHMT,Ryan Field
HMV,ESUT,Hemavan Airport
HMY,RKTP,Seosan Airport
HNA,RJSI,Hanamaki Airport
HNB,KHNB,Municipal
HNC,KHSE,Hatteras
HND,RJTT,Haneda Airport
HNE,,Tahneta Pass
HNG,,Hienghene
HNH,PAOH,Hoonah Airport
HNI,AYHE,Heiweni
HNL,PHNL,Honolulu International Airport
HNM,PHHN,Hana Airport
HNN,AYHH,Honinabi
HNS,PAHN,Haines Municipal Airport
HNX,,Hanna
HNY,ZGHY,Hengyang Nanyue Airport
HOA,HKHO,Hola
HOB,KHOB,Lea County Airport
HOC,AYOK,Komako
HOD,OYHD,Hodeidah Airport
HOE,VLHS,Houeisay
HOF,OEAH,Al-Ahsa Airport
HOG,MUHG,Frank Pais Airport
HOH,LOIH,Hohenems-Dornbirn
HOI,NTTO,Hao Island
HOK,YHOO,Hooker Creek
HOL,,Holikachu
HOM,PAHO,Homer Airport
HON,KHON,Howes
HOO,,Nhon Co
HOP,KHOP,Campbell AAF
HOQ,EDQM,Hof
HOR,LPHR,Horta Airport
HOS,SAHC,Oscar Reguera
HOT,KHOT,Memorial Field
HOU,KHOU,William P. Hobby Airport
HOV,ENOV,Hovden Airport
HOW,,Howard AFB
HOX,VYHL,Homalin Airport
HOY,,Hoy Island
HPA,NFTL,Salote Pilolevu
HPB,PAHP,Hooper Bay Airport
HPE,YHPV,Hope Vale
HPG,ZHSN,Shennongjia Hongping Airport
HPH,VVCI,Cat Bi International Airport
HPN,KHPN,Westchester County Airport
HPT,KHPT,Municipal
HPV,HI01,Princeville
HPY,KHPY,Baytown Airport
HQL,,Tashkurgan Airport
HQM,KHQM,Bowerman
HQQ,ZHQQ,Anyang Hongqiqu Airport
HRA,,Mansehra
HRB,ZYHB,Harbin Taiping International Airport
HRC,,Zhairem
HRE,FVRG,Harare International Airport
HRF,VRAH,Hoarafushi Airport
HRG,HEGN,Hurghada International Airport
HRH,VIAH,Aligarh Airport
HRI,VCRI,Mattala Rajapaksa International Airport
HRJ,,Chaurjhari
HRK,UKHH,Kharkov Airport
HRL,KHRL,Valley International Airport
HRM,DAFH,Tilrempt
HRN,,Heliport
HRO,KHRO,Boone County Airport
HRR,,Herrera
HRS,FAHR,Harrismith Airport
HRT,EGXU,Linton-On-Ouse
HRY,YHBY,Henbury
HRZ,SSHZ,Horizontina
HSA,UAIT,Hazret Sultan International Airport
HSB,KHSB,Raleigh
HSC,,Shaoguan
HSF,,Suifenhe Dongning Airport
HSG,RJFS,Saga Airport
HSH,KHND,Henderson Executive
HSI,KHSI,Hastings
HSJ,,Shangjie Airport
HSK,LEHC,Huesca-Pirineos
HSL,PAHL,Huslia Airport
HSM,YHSM,Horsham
HSN,ZSZS,Putuoshan Airport
HSP,KHSP,Ingalls Field
HSR,VAHS,Rajkot International Airport
HSS,VIHR,Hissar
HST,KHST,AFB
HSV,KHSV,Huntsville International Airport
HSZ,RCPO,Hsinchu
HTA,UIAA,Chita Airport
HTB,,Terre-de-Bas
HTG,UOHH,Hatanga Airport
HTH,KHTH,Hawthorne
HTI,YBHM,Hamilton Island Airport
HTL,KHTL,Roscommon County
HTM,ZMHG,Khatgal
HTN,ZWTN,Hotan Airport
HTO,KHTO,East Hampton
HTR,RORH,Hateruma
HTS,KHTS,Tri-State/Milton Airport
HTT,ZLHX,Huatugou Airport
HTU,YHPN,Hopetoun
HTV,KUTS,Huntsville
HTW,KHTW,Lawrence County Airpark
HTY,LTDA,Hatay Airport
HTZ,SKHC,Hato Corozal
HUA,KHUA,Redstone AAF
HUB,YHBR,Humbert River
HUC,,Humacao Airport
HUD,0K7,Humboldt
HUE,HAHU,Humera Airport
HUF,KHUF,Hulman Field
HUG,MGHT,Huehuetenango
HUH,NTTH,Huahine Airport
HUI,VVPB,Phu Bai International Airport
HUJ,KHHW,Hugo
HUK,FBHK,Hukuntsi
HUL,KHUL,International
HUM,KHUM,Terrebonne
HUN,RCYU,Hualien Airport
HUO,ZBHZ,Holingol Huolinhe Airport
HUQ,HLON,Houn
HUS,PAHU,Hughes Municipal Airport
HUT,KHUT,Hutchinson
HUU,SPNC,Huanuco Airport
HUV,ESNH,Hudiksvall
HUW,SWHT,Humaita
HUX,MMBT,Huatulco Airport
HUY,EGNJ,Humberside Airport
HUZ,ZGHZ,Huizhou Airport
HVA,FMNL,Analalava
HVB,YHBA,Hervey Bay Airport
HVD,ZMKD,Khovd Airport
HVE,KHVE,Intermediate
HVG,ENHV,Valan Airport
HVK,BIHK,Holmavik
HVN,KHVN,New Haven Airport
HVR,KHVR,Havre City County Airport
HVS,KHVS,Municipal
HWA,AYHU,Hawabango
HWD,KHWD,Hayward Executive Airport
HWI,,SPB
HWK,YHAW,Wilpena Pound
HWN,FVWN,Hwange Nat Park
HWO,KHWO,North Perry
HXD,ZLDL,Delingha Airport
HXX,YHAY,Hay
HYA,KHYA,Barnstable Municipal Airport
HYC,EGTB,High Wycombe
HYD,VOHS,Rajiv Gandhi International Airport
HYF,AYHF,Hayfields
HYG,PAHY,Hydaburg Sea Plane Base
HYL,HYL,SPB
HYN,ZSLQ,Luqiao Airport
HYR,KHYR,Municipal
HYS,KHYS,Hays Municipal Airport
HYV,EFHV,Hyvinkaa
HZA,,Establecimiento El Araza Airport
HZB,LFQT,Merville/Calonne
HZG,ZLHZ,Hanzhong Airport
HZH,ZUNP,Liping Airport
HZK,BIHU,Husavik
HZL,KHZL,Hazleton
HZP,CYNR,Horizon
HZU,,Chengdu Huaizhou Airport
HZV,,Hazyview
IAA,UOII,Igarka Airport
IAB,KIAB,Mcconnell AFB
IAD,KIAD,Washington Dulles International Airport
IAG,KIAG,Niagara Falls International Airport
IAH,KIAH,George Bush Intercontinental Airport
IAL,,Aeroporto Municipal de Salinas
IAM,DAUZ,In Amenas Airport
IAN,PAIK,Bob Baker Memorial Airport
IAO,RPNS,Sayak (Siargao)
IAQ,OI20,Bahregan
IAR,UUDL,Tunoshna Airport
IAS,LRIA,Iasi Airport
IAU,,Iaura
IAX,WAMS,Miangas Airport
IBA,DNIB,Ibadan Airport
IBB,SEII,General Villamil
IBE,SKIB,Ibague Airport
IBI,,Iboki
IBL,,Indigo Bay Lodge
IBM,YIBO,Iron Bridge Mine Airport
IBO,FQIB,Ibo
IBP,SPBR,Iberia
IBR,RJAH,Ibaraki Airport
IBZ,LEIB,Ibiza Airport
ICA,SVIC,Icabaru
ICC,SVIE,Andrés Miguel Salazar Marcano Airport
ICI,NFCI,Cicia
ICK,SMNI,Nieuw Nickerie
ICL,KICL,Municipal
ICN,RKSI,Incheon International Airport
ICO,,Sicogon Island
ICR,,Nicaro
ICS,KU70,Cascade
ICT,KICT,Wichita Dwight D. Eisenhower National Airport
ICY,19AK,Icy Bay
IDA,KIDA,Idaho Falls Regional Airport
IDB,ESUE,Idre
IDC,,Ila Da Chilonzuene
IDF,FZCB,Idiofa
IDG,,Municipal
IDH,KGIC,Idaho County
IDI,KIDI,ndiana County Airport (Jimmy Stewart Field)
IDK,YIDK,Indulkana
IDN,AYID,Indagen
IDO,SWIY,Rio
IDP,KIDP,Independence
IDR,VAID,Devi Ahilya Bai Holkar Airport
IDY,LFEY,Ile d'Yeu
IEG,EPZG,Zielona Gora-Babimost Airport
IEJ,RORE,Iejima
IES,EDAU,Riesa
IEV,UKKK,Kyiv International Airport
IFA,KIFA,Iowa Falls
IFF,YIFY,Iffley
IFH,OIFE,Hesa
IFJ,BIIS,Isafjordur Airport
IFL,YIFL,Innisfail
IFN,OIFM,Isfahan International Airport
IFO,UKLI,Ivano-Frankovsk Airport
IFP,KIFP,Laughlin Bullhead International Airport
IFU,VREI,Ifuru Airport
IGA,MYIG,Inagua Airport
IGB,SAVJ,Ingeniero Jacobacci
IGD,LTCT,Igdir
IGE,FOOI,Iguela
IGG,PAIG,Igiugig Airport
IGH,YIGM,Ingham
IGL,LTBL,Cigli AB
IGM,KIGM,Kingman
IGN,RPMI,Maria Cristina
IGO,SKIG,Chigorodo
IGR,SARI,Cataratas del Iguazu International Airport
IGS,ETSI,Ingolstadt-manching
IGT,URMS,Magas Airport
IGU,SBFI,Cataratas International Airport
IHA,,Niihama
IHC,FQIA,Inhaca
IHN,OYQN,Qishn
IHO,FMSI,Ihosy
IHR,OIZI,Iran Shahr
IHU,AYIH,Ihu
IIA,EIMN,Inishmaan
IIL,OICI,Ilaam Airport
IIN,,Nishinoomote
IIS,AYIA,Nissan Island
IJK,USII,Izhevsk Airport
IJU,SSIJ,J. Batista Bos Filho Airport
IJX,,Municipal
IKA,OIIE,Imam Khomeini International Airport
IKB,KUKF,Wilkes County
IKE,UEST,Tiksi Airport
IKI,RJDB,Iki Airport
IKK,KIKK,Greater Kankakee
IKL,FZGV,Ikela
IKO,PAKO,Nikolski AFS
IKP,YIKM,Inkerman
IKS,UEST,Tiksi Airport
IKT,UIII,Irkutsk International Airport
IKU,UCFL,Issyk-Kul International Airport
ILA,WABL,Illaga
ILB,,Ilha Solteira
ILD,LEDA,Lleida-Alguaire Airport
ILE,KILE,Municipal
ILF,CZBD,Ilford
ILG,KILG,Greater Wilmington
ILH,ETIK,Illis Airbase
ILI,PAIL,Iliamna Airport
ILK,FMMQ,Ilaka
ILL,KBDH,Willmar
ILM,KILM,Wilmington International Airport
ILN,KILN,Clinton Field
ILO,RPVI,Mandurriao Airport
ILP,NWWE,Ile Des Pins Airport
ILQ,SPLO,Ilo
ILR,DNIL,Ilorin International Airport
ILS,,Ilopango International Airport
ILU,HKKL,Kilaguni
ILX,,Ileg
ILY,EGPI,Glenegedale Airport
ILZ,LZZI,Zilina
IMA,,Iamalele Airport
IMB,SYIB,Imbaimadai
IMD,AYIO,Imonda
IMF,VEIM,Imphal Municipal Airport
IMG,,Inhaminga
IMI,,Ine Island
IMK,VNST,Simikot
IML,KIML,Imperial
IMM,KIMM,Immokalee
IMN,AYII,Imane
IMO,FEFZ,Zemio
IMP,SBIZ,Imperatriz Airport
IMQ,OITU,Maku International Airport
IMT,KIMT,Ford Airport
INA,UUYI,Inta Airport
INB,MZSV,Independence
INC,ZLIC,Yinchuan Hedong International Airport
IND,KIND,Indianapolis International Airport
INE,,Chinde
INF,DATG,Newark Liberty International
ING,,Lago Argentino
INH,FQIN,Inhambane Airport
INI,LYNI,Nis Constantine the Great Airport
INJ,YINJ,Injune
INK,KINK,Wink
INL,KINL,Falls International Airport
INM,YINN,Innamincka
INN,LOWI,Innsbruck Airport
INO,FZBA,Inongo
INQ,EIIR,Inisheer
INS,KINS,Af Aux
INT,KINT,Smith-Reynolds Airport
INU,ANYN,Nauru International
INV,EGPE,Inverness Airport
INW,KINW,Winslow-Lindbergh
INX,WASI,Inanwatan
INY,,Inyati
INZ,DAUI,In Salah Airport
IOA,LGIO,Ioannina Airport
IOK,,Iokea
IOM,EGNS,Isle of Man Airport
ION,FCOI,Impfondo
IOP,,Ioma
IOR,EIIM,Kilronan
IOS,SBIL,Ilheus/Bahia-Jorge Amado Airport
IOU,,Ile Ouen
IOW,KIOW,Iowa City
IPA,NVVI,Ipota
IPC,SCIP,Mataveri International Airport
IPE,RPMV,Ipil
IPG,SWII,Ipiranga
IPH,WMKI,Ipoh Airport
IPI,SKIP,San Luis Airport
IPL,KIPL,Imperial County Airport
IPN,SBIP,Usiminas Airport
IPT,KIPT,Lycoming County Airport
IPU,SNIU,Ipiau
IPW,,Ipswich
IPZ,MRSI,San Isidro de El General Airport
IQA,ORAA,Al Asad Air Base
IQM,ZWCM,Qiemo Airport
IQN,ZLQY,Qingyang Airport
IQQ,SCDA,Diego Aracena International Airport
IQT,SPQT,C.F. Secada Vignetta International Airport
IRA,AGGK,Kirakira Airport
IRB,,Municipal
IRC,PACR,Circle City
IRD,VGIS,Ishurdi
IRE,SNIC,Irece
IRG,YLHR,Lockhart River
IRI,HTIR,Nduli Airport
IRJ,SANL,La Rioja Airport
IRK,KIRK,Kirksville Municipal Airport
IRM,USHI,Igrim
IRN,MHIR,Iriona
IRO,FEFI,Birao
IRP,FZJH,Matari
IRS,KIRS,Kirsch Municipal
IRU,,Iranamadu SPB
IRZ,SWTP,Tapuruquara
ISA,YBMA,Mount Isa Airport
ISB,OPIS,Islamabad International Airport
ISC,EGHE,St Marys
ISD,,Iscuande
ISE,LTFC,Isparta Suleyman Demirel Airport
ISG,ROIG,Painushima Ishigaki Airport
ISH,,Ischia Airport
ISI,YISF,Isisford
ISJ,MMIM,Isla Mujeres
ISK,VAOZ,Gandhinagar Airport
ISL,LTBA,Istanbul Ataturk Airport
ISM,KISM,Kissimmee Gateway
ISN,KISN,Sloulin Field International Airport
ISO,KISO,Stallings Field
ISP,KISP,Long Island MacArthur Airport
ISQ,KISQ,Schoolcraft County
ISS,KIWI,Wiscasset
IST,LTFM,Istanbul New Airport
ISU,ORSU,Sulaimaniyah International Airport
ISW,KISW,Alexander Field
ITA,SBIC,Itacoatiara
ITB,SBIH,Itaituba
ITE,SNZW,Itubera
ITH,KITH,Ithaca Tompkins Regional Airport
ITI,SNYH,Itambacuri
ITK,AYIK,Itokama
ITM,RJOO,Itami Airport
ITN,SWTX,Itabuna
ITO,PHTO,Hilo International Airport
ITP,SDUN,Itaperuna
ITQ,SSIQ,Itaqui
ITR,SBIT,Hidroeletrica
ITU,UHSI,Iturup
IUE,NIUE,Hanan Airport
IUL,WABE,Ilu
IUM,,Summit Lake
IUP,,Lorenzo Airport
IUS,,Inus
IVA,FMNZ,Ambanja
IVC,NZNV,Invercargill Airport
IVG,LYBR,Ivangrad
IVI,,Viveros Island Airport
IVL,EFIV,Ivalo Airport
IVO,,Chivolo
IVR,YIVL,Inverell
IVW,YINW,Inverway
IWA,UUBI,Ivanovo Yuzhny Airport
IWD,KIWD,Gogebic County Airport
IWJ,RJOW,Hagi-Iwami Airport
IWK,RJOI,Iwakuni Kintaikyo Airport
IWO,RJAW,Iwo Jima Airbase
IWS,KIWS,West Houston
IXA,VEAT,Agartala Airport
IXB,VEBD,Bagdogra Airport
IXC,VICG,Chandigarh Airport
IXD,VIAL,Bamrauli Airport
IXE,VOML,Mangalore Airport
IXG,VOBM,Belgaum Airport
IXH,VEKR,Kailashahar
IXI,VELR,Lilabari Airport
IXJ,VIJU,Satwari Airport
IXK,VAKS,Keshod
IXL,VILH,Leh Airport
IXM,VOMD,Madurai Airport
IXN,VEKW,Khowai
IXP,VIPK,Pathankot
IXQ,VEKM,Kamalpur
IXR,VERC,Birsa Munda Airport
IXS,VEKU,Kumbhirgram Airport
IXT,VEPG,Pasighat
IXU,VAAU,Chikkalthana Airport
IXV,VEAN,Along
IXW,VEJS,Sonari
IXX,VOBR,Bidar Air Force Station
IXY,VAKE,Kandla
IXZ,VOPB,Port Blair Airport
IYK,KIYK,Kern County
IZA,SBZM,Zona da Mata Regional Airport
IZE,EDHF,Itzehoe/Hungriger Wolf Airport
IZO,RJOC,Izumo Airport
IZT,MMIT,Ixtepec
JAA,OAJL,Jalalabad
JAB,YJAB,Jabiru
JAC,KJAC,Jackson Hole Airport
JAD,YPJT,Jandakot
JAE,SPJE,Shumba Airport
JAF,VCCJ,Kankesanturai
JAG,OPJA,Jacobabad
JAI,VIJP,Jaipur Airport
JAJ,,Perimeter Mall
JAK,MTJA,Jacmel Regional Airport
JAL,MMJA,Jalapa
JAM,LBIA,Jambol
JAN,KJAN,Jackson-Evers International Airport
JAO,,Beaver Ruin
JAP,MRCH,Punta Renes
JAQ,AYJB,Jacquinot Bay
JAR,OISJ,Jahrom
JAS,KJAS,County
JAT,,Jabot
JAU,SPJJ,Jauja Airport
JAV,BGJN,Ilulissat Airport
JAW,SNAB,Aeroporto de Araripina
JAX,KJAX,Jacksonville International Airport
JBB,WARE,Notohadinegoro Airport
JBC,,Boston City Heliport
JBK,,Berkeley
JBQ,MDJB,La Isabela International Airport
JBR,KJBR,Jonesboro Airport
JBS,SSSB,Hacienda Bus.Park Heliport
JBT,Z59,City Landing
JCB,SSJA,Joacaba
JCC,,China Basin Heliport
JCD,,Downtown Heliport
JCE,,Convention Center Heliport
JCH,,Qasigiannguit
JCI,KIXD,New Century Aircenter Airport
JCJ,,Chuja Heliport
JCK,YJLC,Julia Creek
JCL,LKCS,České Budějovice Airport
JCM,SNJB,Jacobina
JCN,,Incheon Heliport
JCO,,Heliport
JCR,SBEK,Jacareacanga
JCS,SNWS,Aeroporto De Crateus Airport
JCT,KJCT,Kimble County
JCU,,Ceuta Heliport
JCY,0TE7,Johnson
JDA,KGCD,John Day
JDB,,Downtown Heliport
JDE,,Jiande Qiandaohu Airport
JDF,SBJF,Francisco De Assis
JDG,RKPD,Jeongseok
JDH,VIJO,Jodhpur Airport
JDM,,Miami Downtown Heliport
JDN,KJDN,Jordan
JDO,SBJU,Orlando Bezerra de Menezes Airport
JDP,,Heliport De Paris
JDR,SNJR,Sao Joao Del Rei
JDT,,Downtown Heliport
JDY,,Heliport
JDZ,ZSJD,Jingdezhen Airport
JED,OEJN,King Abdulaziz International Airport
JEE,MTJE,Jeremie
JEF,KJEF,Memorial
JEG,BGAA,Aasiaat Airport
JEJ,,Jeh
JEK,FLJK,Jeki Airport
JEM,,Heliport
JEQ,SNJK,Jequie
JER,EGJJ,Jersey Airport
JFK,KJFK,John F. Kennedy International Airport
JFM,,Heliport
JFN,KHZY,Ashtabula
JFR,BGPT,Paamiut Airport
JGA,VAJM,Govardhanpur Airport
JGB,,Jagdalpur
JGD,ZYJD,Jiagedaqi Airport
JGE,,Heliport
JGL,,Galleria Heliport
JGN,ZLJQ,Jiayuguan Airport
JGO,,Qeqertarsuaq
JGQ,,Transco Twr Galleria
JGR,,Heliport
JGS,ZSJA,Ji'An/Jing Gang Shan Airport
JGX,,Heliport
JHB,WMKJ,Senai Airport
JHC,,Island Heliport
JHE,,Heliport
JHF,SBJH,São Paulo Catarina Executive Airport
JHG,ZPJH,Xishuangbanna Gasa Airport
JHL,CAL4,Albian
JHM,PHJH,Kapalua Airport
JHS,BGSS,Sisimiut Airport
JHW,KJHW,Jamestown Airport
JHY,,Hyatt Regency Heliport
JIA,SWJN,Juina
JIB,HDAM,Djibouti-Ambouli International Airport
JIC,ZLJC,Jinchuan Airport
JID,,City Of Industry Heliport
JIJ,HAJJ,Jigiga Airport
JIK,LGIK,Ikaria Airport
JIL,ZYJL,Jilin
JIM,HAJM,Jimma Airport
JIN,HUJI,Jinja
JIO,,International Heliport
JIP,SEJI,Jipijapa
JIQ,ZUQJ,Qianjiang Wulingshan Airport
JIR,VNJI,Jiri
JIU,ZSJJ,Jiujiang
JIW,OPJI,Jiwani
JJA,,Jajao
JJD,SBJE,Jericoacoara
JJG,SBJA,Jaguaruna Regional Airport
JJI,SPJI,Juanjui
JJM,HKMK,Mulika Lodge Airport
JJN,ZSQZ,Quanzhou Jinjiang International Airport
JJU,,Heliport
JKG,ESGJ,Axamo Airport
JKH,LGHI,Chios Airport
JKL,LGKY,Kalymnos Island National Airport
JKR,VNJP,Janakpur Airport
JKV,KJSO,Cherokee County
JLA,JLA,Quartz Creek
JLB,,Long Beach Heliport
JLD,,Heliport
JLG,VAJL,Jalgaon Airport
JLH,,US Army Heliport
JLN,KJLN,Joplin Airport
JLR,VAJB,Jabalpur Airport
JLS,SDJL,Jales
JLX,,Union Station Heliport
JMA,,Marriot Astrodome
JMB,,Jamba
JMC,,Marin County
JMD,,Market Centre Heliport
JMH,,Marriott Heliport
JMJ,ZPJM,Lancang Jingmai Airport
JMK,LGMK,Mikonos Airport
JMM,,Malmo Harbour Heliport
JMN,,Municipal Heliport
JMO,VNJS,Jomsom
JMR,SBMI,Maricá Airport
JMS,KJMS,Jamestown Airport
JMU,ZYJM,Jiamusi Airport
JMY,,Mammy Yoko Heliport
JNA,SNJN,Januaria
JNB,FAOR,O.R. Tambo International Airport
JNG,ZSJG,Jining Airport
JNH,,North Park Inn Heliport
JNI,SAAJ,Junin
JNJ,OOJA,Jaaluni
JNN,,Nanortalik
JNP,,Heliport
JNS,,Heliport
JNU,PAJN,Juneau International Airport
JNX,LGNX,Naxos Airport
JNZ,ZYJZ,Liaoning Province Airport
JOC,,Centerport Heliport
JOE,EFJO,Joensuu Airport
JOG,WAHH,Adisutjipto International Airport
JOH,FAPJ,Port Saint Johns
JOI,SBJV,Joinville-Lauro Carneiro de Loyola Airport
JOJ,,Doris Lake Aerodrome
JOK,UWKJ,Yoshkar-Ola Airport
JOL,RPMJ,Jolo
JOM,HTNJ,Njombe
JON,,Johnston Island
JOP,AYJS,Josephstaal
JOR,,The City Heliport
JOS,DNJO,Jos Airport
JOT,KJOT,Municipal
JPA,SBJP,Presidente Castro Pinto International Airport
JPD,,Heliport
JPE,SNEB,Nagib Demachki Airport
JPN,,Pentagon Army
JPO,SNTS,Brigadeiro Firmino Ayres Airport
JPR,SBJI,Ji-Parana Airport
JPT,,Park Ten Heliport
JPU,,La Defense Heliport
JPY,SDTK,Paraty Airport
JQA,BGUQ,Qaarsut Airport
JQE,MPJE,Jaque Airport
JRA,,West 30th St Heliport
JRC,,Municipalcipal Heliport
JRE,,East 60th Street Heliport
JRF,PHJR,Kalaeloa
JRG,VEJH,Jharsuguda Airport
JRH,VEJT,Rowriah Airport
JRJ,,Ganzhou Ruijin Airport
JRK,,Arsuk
JRN,SWJU,Juruena
JRO,HTKJ,Kilimanjaro International Airport
JRS,LLJR,Atarot
JRT,,Juruti Airport
JSA,VIJR,Jaisalmer
JSB,SWBE,Walfrido Salmito de Almeida Airport
JSD,,Sikorsky Heliport
JSG,,San Rafael Heliport
JSH,LGST,Sitia Airport
JSI,LGSK,Skiathos Airport
JSJ,ZYJS,Jiansanjiang Shidi Airport
JSK,OIZJ,Jask Airport
JSL,,Steel Pier Heliport
JSM,SAWS,Jose De San Martin
JSO,,Sodertalje Heliport
JSP,,Seogwipo Heliport
JSR,VGJR,Jessore Airport
JST,KJST,Cambria County Airport
JSU,BGMQ,Heliport
JSY,LGSO,Syros Island Airport
JTA,SDZG,Pedro Teixeira Castelo Airport
JTC,SBAE,Bauru-Arealva Airport
JTI,SWJW,Jatai
